dex,gen,tier,is_legendary,is_mega,name,stat_total,hp,atk,def,sp_atk,sp_def,spd,type1,type2,weakness,height_m,weight_kg,p_male,capture_rate,experience,egg_steps,happiness,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,
365,3,pu,0,0,walrein,530,110,80,90,95,90,65,ice,water,20.75,1.4,150.6,50,45,1059860,5120,70,1,1,1,2,1,2,1,1,1,2,1,0.25,1,1,1,2,1,0.5,
366,3,unranked,0,0,clamperl,345,35,64,85,74,55,32,water,,18,0.4,52.5,50,255,600000,5120,70,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,
367,3,pu,0,0,huntail,485,55,104,105,94,75,52,water,,18,1.7,27,50,60,600000,5120,70,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,
368,3,pu,0,0,gorebyss,485,55,84,105,114,75,52,water,,18,1.8,22.6,50,60,600000,5120,70,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,
369,3,pu,0,0,relicanth,485,100,90,130,45,65,55,water,rock,21.25,1,23.4,88.1,25,1250000,10240,70,1,1,1,2,1,2,0.25,0.5,1,4,2,0.5,0.5,0.5,1,1,1,1,
370,3,pu,0,0,luvdisc,330,43,30,55,40,65,97,water,,18,0.6,8.7,24.6,225,800000,5120,70,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,
371,3,unranked,0,0,bagon,300,45,75,60,40,30,50,dragon,,19,0.6,42.1,50,45,1250000,10240,35,1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,
372,3,unranked,0,0,shelgon,420,65,95,100,60,50,50,dragon,,19,1.1,110.5,50,45,1250000,10240,35,1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,
373,3,uber,0,1,mega salamence,700,95,145,130,120,90,120,dragon,flying,20.25,1.8,112.6,50,45,1250000,10240,35,0.5,1,2,1,2,0.5,0.5,1,1,0.25,0,4,1,1,1,2,1,0.5,
373,3,bl,0,0,salamence,600,95,135,80,110,80,100,dragon,flying,20.25,1.5,102.6,50,45,1250000,10240,35,0.5,1,2,1,2,0.5,0.5,1,1,0.25,0,4,1,1,1,2,1,0.5,
374,3,unranked,0,0,beldum,300,40,55,80,35,60,30,steel,psychic,16.25,0.6,95.2,,3,1250000,10240,35,1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1,
375,3,pu,0,0,metang,420,60,75,100,55,80,50,steel,psychic,16.25,1.2,202.5,,3,1250000,10240,35,1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1,
376,3,ou,0,1,mega metagross,700,80,145,150,105,110,110,steel,psychic,16.25,2.5,942.9,,3,1250000,10240,35,1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1,
376,3,uu,0,0,metagross,600,80,135,130,95,90,70,steel,psychic,16.25,1.6,550,,3,1250000,10240,35,1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1,
377,3,nu,1,0,regirock,580,80,100,200,50,100,50,rock,,21,1.7,230,,3,1250000,20480,35,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,
378,3,pu,1,0,regice,580,80,50,100,100,200,50,ice,,21.5,1.8,175,,3,1250000,20480,35,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,
379,3,ru,1,0,registeel,580,80,75,150,75,150,50,steel,,15,1.9,205,,3,1250000,20480,35,0.5,1,0.5,1,0.5,2,2,0.5,1,0.5,2,0.5,0.5,0,0.5,0.5,0.5,1,
380,3,ou,1,1,mega latias,700,80,100,120,140,150,110,dragon,psychic,21,1.8,52,0,3,1250000,30720,90,2,2,2,0.5,2,0.5,0.5,1,2,0.5,1,2,1,1,0.5,1,1,0.5,
380,3,ou,1,0,latias,600,80,80,90,110,130,110,dragon,psychic,21,1.4,40,0,3,1250000,30720,90,2,2,2,0.5,2,0.5,0.5,1,2,0.5,1,2,1,1,0.5,1,1,0.5,
381,3,ou,1,1,mega latios,700,80,130,100,160,120,110,dragon,psychic,21,2.3,70,100,3,1250000,30720,90,2,2,2,0.5,2,0.5,0.5,1,2,0.5,1,2,1,1,0.5,1,1,0.5,
381,3,ou,1,0,latios,600,80,90,80,130,110,110,dragon,psychic,21,2,60,100,3,1250000,30720,90,2,2,2,0.5,2,0.5,0.5,1,2,0.5,1,2,1,1,0.5,1,1,0.5,
382,3,uber,1,0,kyogre,770,100,150,90,180,160,90,water,,18,4.5,352,,3,1250000,30720,0,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,
383,3,uber,1,0,groudon,770,100,180,160,150,90,90,ground,,19,3.5,950,,3,1250000,30720,0,1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,
384,3,ag,1,1,mega rayquaza,780,105,180,100,180,100,115,dragon,flying,20.25,10.8,392,,45,1250000,30720,0,0.5,1,2,1,2,0.5,0.5,1,1,0.25,0,4,1,1,1,2,1,0.5,
384,3,uber,1,0,rayquaza,680,105,150,90,150,90,95,dragon,flying,20.25,7,206.5,,45,1250000,30720,0,0.5,1,2,1,2,0.5,0.5,1,1,0.25,0,4,1,1,1,2,1,0.5,
385,3,ou,1,0,jirachi,600,100,100,100,100,100,100,steel,psychic,16.25,0.3,1.1,,3,1250000,30720,100,1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1,
386,3,uber,1,0,deoxys,600,50,95,90,95,90,180,psychic,,20,1.7,60.8,,3,1250000,30720,0,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,
387,4,unranked,0,0,turtwig,318,55,68,64,45,55,31,grass,,21,0.4,10.2,88.1,45,1059860,5120,70,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,
388,4,unranked,0,0,grotle,405,75,89,85,55,65,36,grass,,21,1.1,97,88.1,45,1059860,5120,70,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,
389,4,nu,0,0,torterra,525,95,109,105,75,85,56,grass,ground,22,2.2,310,88.1,45,1059860,5120,70,2,1,1,0,1,1,2,2,1,1,0.5,4,1,1,1,0.5,1,1,
390,4,unranked,0,0,chimchar,309,44,58,44,58,44,61,fire,,18,0.5,6.2,88.1,45,1059860,5120,70,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,
391,4,pu,0,0,monferno,405,64,78,52,78,52,81,fire,fighting,18.75,0.9,22,88.1,45,1059860,5120,70,0.25,0.5,1,1,1,1,0.5,2,1,0.5,2,0.5,1,1,2,1,0.5,2,
392,4,uu,0,0,infernape,534,76,104,71,104,71,108,fire,fighting,18.75,1.2,55,88.1,45,1059860,5120,70,0.25,0.5,1,1,1,1,0.5,2,1,0.5,2,0.5,1,1,2,1,0.5,2,
393,4,unranked,0,0,piplup,314,53,51,53,61,56,40,water,,18,0.4,5.2,88.1,45,1059860,5120,70,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,
394,4,pu,0,0,prinplup,405,64,66,68,81,76,50,water,,18,0.8,23,88.1,45,1059860,5120,70,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,
395,4,uu,0,0,empoleon,530,84,86,88,111,101,60,water,steel,14.5,1.7,84.5,88.1,45,1059860,5120,70,0.5,1,0.5,2,0.5,2,1,0.5,1,1,2,0.25,0.5,0,0.5,0.5,0.25,0.5,
396,4,unranked,0,0,starly,245,40,55,30,30,30,60,normal,flying,18,0.3,2,50,255,1059860,3840,70,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,
397,4,unranked,0,0,staravia,340,55,75,50,40,40,80,normal,flying,18,0.6,15.5,50,120,1059860,3840,70,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,
398,4,bl,0,0,staraptor,485,85,120,70,50,60,100,normal,flying,18,1.2,24.9,50,45,1059860,3840,70,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,
399,4,unranked,0,0,bidoof,250,59,45,40,35,40,31,normal,,18,0.5,20,50,255,1000000,3840,70,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,
400,4,pu,0,0,bibarel,410,79,85,60,55,60,71,normal,water,18,1,31.5,50,127,1000000,3840,70,1,1,1,2,1,2,0.5,1,0,2,1,0.5,1,1,1,1,0.5,0.5,
401,4,unranked,0,0,kricketot,194,37,25,41,25,41,25,bug,,19.5,0.3,2.2,50,255,1059860,3840,70,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,
402,4,pu,0,0,kricketune,384,77,85,51,55,51,65,bug,,19.5,1,25.5,50,45,1059860,3840,70,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,
403,4,unranked,0,0,shinx,263,45,65,34,40,34,45,electric,,17.5,0.5,9.5,50,235,1059860,5120,70,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,
404,4,unranked,0,0,luxio,363,60,85,49,60,49,60,electric,,17.5,0.9,30.5,50,120,1059860,5120,100,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,
405,4,pu,0,0,luxray,523,80,120,79,95,79,70,electric,,17.5,1.4,42,50,45,1059860,5120,70,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,
406,4,unranked,0,0,budew,280,40,30,35,50,70,55,grass,poison,19.25,0.2,1.2,50,255,1059860,5120,70,1,1,1,0.5,0.5,0.5,2,2,1,0.25,1,2,1,1,2,1,1,0.5,
407,4,uu,0,0,roserade,515,60,70,65,125,105,90,grass,poison,19.25,0.9,14.5,50,75,1059860,5120,70,1,1,1,0.5,0.5,0.5,2,2,1,0.25,1,2,1,1,2,1,1,0.5,
408,4,unranked,0,0,cranidos,350,67,125,40,30,30,58,rock,,21,0.9,31.5,88.1,45,600000,7680,70,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,
409,4,pu,0,0,rampardos,495,97,165,60,65,50,58,rock,,21,1.6,102.5,88.1,45,600000,7680,70,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,
410,4,unranked,0,0,shieldon,350,30,42,118,42,88,30,rock,steel,19.5,0.5,57,88.1,45,600000,7680,70,0.5,1,0.5,1,0.5,4,1,0.25,1,1,4,0.5,0.25,0,0.5,0.5,1,2,
411,4,pu,0,0,bastiodon,495,60,52,168,47,138,30,rock,steel,19.5,1.3,149.5,88.1,45,600000,7680,70,0.5,1,0.5,1,0.5,4,1,0.25,1,1,4,0.5,0.25,0,0.5,0.5,1,2,
412,4,unranked,0,0,burmy,224,40,29,45,29,45,36,bug,,19.5,0.2,3.4,50,120,1000000,3840,70,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,
413,4,pu,0,0,wormadam,424,60,69,95,69,95,36,bug,grass,25,0.5,6.5,0,45,1000000,3840,70,2,1,1,0.5,1,0.5,4,4,1,0.25,0.25,2,1,2,1,2,1,0.5,
414,4,pu,0,0,mothim,424,70,94,50,94,50,66,bug,flying,22,0.9,23.3,100,45,1000000,3840,70,0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,
415,4,unranked,0,0,combee,244,30,30,42,30,42,70,bug,flying,22,0.3,5.5,88.1,120,1059860,3840,70,0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,
416,4,pu,0,0,vespiquen,474,70,80,102,80,102,40,bug,flying,22,1.2,38.5,0,45,1059860,3840,70,0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,
417,4,pu,0,0,pachirisu,405,60,45,70,45,90,95,electric,,17.5,0.4,3.9,50,200,1000000,2560,100,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,
418,4,unranked,0,0,buizel,330,55,65,35,60,30,85,water,,18,0.7,29.5,50,190,1000000,5120,70,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,
419,4,pu,0,0,floatzel,495,85,105,55,85,50,115,water,,18,1.1,33.5,50,75,1000000,5120,70,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,
420,4,unranked,0,0,cherubi,275,45,35,45,62,53,35,grass,,21,0.4,3.3,50,190,1000000,5120,70,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,
421,4,pu,0,0,cherrim,450,70,60,70,87,78,85,grass,,21,0.5,9.3,50,75,1000000,5120,70,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,
422,4,unranked,0,0,shellos,325,76,48,48,57,62,34,water,,18,0.3,6.3,50,190,1000000,5120,70,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,
423,4,nu,0,0,gastrodon,475,111,83,68,92,82,39,water,ground,18,0.9,29.9,50,75,1000000,5120,70,1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1,
424,4,ru,0,0,ambipom,482,75,100,66,60,66,115,normal,,18,1.2,20.3,50,45,800000,5120,100,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,
425,4,unranked,0,0,drifloon,348,90,50,34,60,44,70,ghost,flying,18.25,0.4,1.2,50,125,1640000,7680,70,0.25,2,1,2,1,0,1,1,2,0.5,0,2,0,0.5,1,2,1,1,
426,4,pu,0,0,drifblim,498,150,80,44,90,54,80,ghost,flying,18.25,1.2,15,50,60,1640000,7680,70,0.25,2,1,2,1,0,1,1,2,0.5,0,2,0,0.5,1,2,1,1,
427,4,unranked,0,0,buneary,350,55,66,44,44,56,85,normal,,18,0.4,5.5,50,190,1000000,5120,0,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,
428,4,ou,0,1,mega lopunny,580,65,136,94,54,96,135,normal,fighting,19.5,1.3,28.3,50,60,1000000,5120,140,0.5,0.5,1,1,2,2,1,2,0,1,1,1,1,1,2,0.5,1,1,
428,4,pu,0,0,lopunny,480,65,76,84,54,96,105,normal,,18,1.2,33.3,50,60,1000000,5120,140,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,
429,4,nu,0,0,mismagius,495,60,60,60,105,105,105,ghost,,17,0.9,4.4,50,45,800000,6400,35,0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,
430,4,bl2,0,0,honchkrow,505,100,125,52,105,52,71,dark,flying,18.5,0.9,27.3,50,30,1059860,5120,35,1,0.5,1,2,2,1,1,1,0.5,0.5,0,2,1,1,0,2,1,1,
431,4,unranked,0,0,glameow,310,49,55,42,42,37,85,normal,,18,0.5,3.9,24.6,190,800000,5120,70,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,
432,4,pu,0,0,purugly,452,71,82,64,64,59,112,normal,,18,1,43.8,24.6,75,800000,5120,70,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,
433,4,unranked,0,0,chingling,285,45,30,50,65,50,45,psychic,,20,0.2,0.6,50,120,800000,6400,70,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,
434,4,unranked,0,0,stunky,329,63,63,47,41,41,74,poison,dark,16,0.4,19.2,50,225,1000000,5120,70,1,0.5,1,1,1,1,1,1,0.5,0.5,2,1,1,0.5,0,1,1,1,
435,4,nu,0,0,skuntank,479,103,93,67,71,61,84,poison,dark,16,1,38,50,60,1000000,5120,70,1,0.5,1,1,1,1,1,1,0.5,0.5,2,1,1,0.5,0,1,1,1,
436,4,unranked,0,0,bronzor,300,57,24,86,24,86,23,steel,psychic,16.25,0.5,60.5,,255,1000000,5120,70,1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1,
437,4,ru,0,0,bronzong,500,67,89,116,79,116,33,steel,psychic,16.25,1.3,187,,90,1000000,5120,70,1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1,
438,4,unranked,0,0,bonsly,290,50,80,95,10,45,10,rock,,21,0.5,15,50,255,1000000,5120,70,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,
439,4,unranked,0,0,mime jr.,310,20,25,45,70,90,60,psychic,fairy,18.75,0.6,13,50,145,1000000,6400,70,1,1,0,1,1,0.25,1,1,2,1,1,1,1,2,0.5,1,2,1,
440,4,unranked,0,0,happiny,220,100,5,5,15,65,30,normal,,18,0.6,24.4,0,130,800000,10240,140,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,
441,4,pu,0,0,chatot,411,76,65,45,92,42,91,normal,flying,18,0.5,1.9,50,30,1059860,5120,35,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,
442,4,ru,0,0,spiritomb,485,50,92,108,92,108,35,ghost,dark,15.5,1,108,50,100,1000000,7680,70,1,1,1,1,2,0,1,1,1,1,1,1,0,0.5,0,1,1,1,
443,4,unranked,0,0,gible,300,58,70,45,40,45,42,dragon,ground,20.5,0.7,20.5,50,45,1250000,10240,70,1,1,2,0,2,1,0.5,1,1,1,1,4,1,0.5,1,0.5,1,1,
444,4,pu,0,0,gabite,410,68,90,65,50,55,82,dragon,ground,20.5,1.4,56,50,45,1250000,10240,70,1,1,2,0,2,1,0.5,1,1,1,1,4,1,0.5,1,0.5,1,1,
445,4,ou,0,1,mega garchomp,700,108,170,115,120,95,92,dragon,ground,20.5,1.9,95,50,45,1250000,10240,70,1,1,2,0,2,1,0.5,1,1,1,1,4,1,0.5,1,0.5,1,1,
445,4,ou,0,0,garchomp,600,108,130,95,80,85,102,dragon,ground,20.5,1.9,95,50,45,1250000,10240,70,1,1,2,0,2,1,0.5,1,1,1,1,4,1,0.5,1,0.5,1,1,
446,4,unranked,0,0,munchlax,390,135,85,40,40,85,5,normal,,18,0.6,105,88.1,50,1250000,10240,70,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,
447,4,unranked,0,0,riolu,285,40,70,40,35,40,60,fighting,,19.5,0.7,20.2,88.1,75,1059860,6400,70,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,
448,4,uber,0,1,mega lucario,625,70,145,88,140,70,112,fighting,steel,15.5,1.3,57.5,88.1,45,1059860,6400,70,0.25,0.5,0.5,1,1,2,2,1,1,0.5,2,0.5,0.5,0,1,0.25,0.5,1,
448,4,uu,0,0,lucario,525,70,110,70,115,70,90,fighting,steel,15.5,1.2,54,88.1,45,1059860,6400,70,0.25,0.5,0.5,1,1,2,2,1,1,0.5,2,0.5,0.5,0,1,0.25,0.5,1,
449,4,unranked,0,0,hippopotas,330,68,72,78,38,42,32,ground,,19,0.8,49.5,50,140,1250000,7680,70,1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,
450,4,ou,0,0,hippowdon,525,108,112,118,68,72,47,ground,,19,2,300,50,60,1250000,7680,70,1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,
451,4,unranked,0,0,skorupi,330,40,50,90,30,55,65,poison,bug,19,0.8,12,50,120,1250000,5120,70,0.5,1,1,1,0.5,0.25,2,2,1,0.25,1,1,1,0.5,2,2,1,1,
452,4,ru,0,0,drapion,500,70,90,110,60,75,95,poison,dark,16,1.3,61.5,50,45,1250000,5120,70,1,0.5,1,1,1,1,1,1,0.5,0.5,2,1,1,0.5,0,1,1,1,
453,4,unranked,0,0,croagunk,300,48,61,40,61,40,50,poison,fighting,19.75,0.7,23,50,140,1000000,2560,100,0.25,0.5,1,1,1,0.5,1,2,1,0.5,2,1,1,0.5,4,0.5,1,1,
454,4,uu,0,0,toxicroak,490,83,106,65,86,65,85,poison,fighting,19.75,1.3,44.4,50,75,1000000,5120,70,0.25,0.5,1,1,1,0.5,1,2,1,0.5,2,1,1,0.5,4,0.5,1,1,
455,4,pu,0,0,carnivine,454,74,100,72,90,72,46,grass,,21,1.4,27,50,200,1250000,6400,70,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,
456,4,unranked,0,0,finneon,330,49,49,56,49,61,66,water,,18,0.4,7,50,190,600000,5120,70,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,
457,4,pu,0,0,lumineon,460,69,69,76,69,86,91,water,,18,1.2,24,50,75,600000,5120,70,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,
458,4,unranked,0,0,mantyke,345,45,20,50,60,120,50,water,flying,18.5,1,65,50,25,1250000,6400,70,0.5,1,1,4,1,0.5,0.5,1,1,1,0,1,1,1,1,2,0.5,0.5,
459,4,unranked,0,0,snover,334,60,62,50,62,60,40,grass,ice,25,1,50.5,50,120,1250000,5120,70,2,1,1,0.5,1,2,4,2,1,0.5,0.5,1,1,2,1,2,2,0.5,
460,4,bl2,0,1,mega abomasnow,594,90,132,105,132,105,30,grass,ice,25,2.7,185,50,60,1250000,5120,70,2,1,1,0.5,1,2,4,2,1,0.5,0.5,1,1,2,1,2,2,0.5,
460,4,nu,0,0,abomasnow,494,90,92,75,92,85,60,grass,ice,25,2.2,135.5,50,60,1250000,5120,70,2,1,1,0.5,1,2,4,2,1,0.5,0.5,1,1,2,1,2,2,0.5,
461,4,ou,0,0,weavile,510,70,120,65,45,85,125,dark,ice,23.5,1.1,34,50,45,1059860,5120,35,2,0.5,1,1,2,4,2,1,0.5,1,1,0.5,1,1,0,2,2,1,
462,4,ou,0,0,magnezone,535,70,70,115,130,90,60,electric,steel,16,1.2,180,,30,1000000,5120,70,0.5,1,0.5,0.5,0.5,2,2,0.25,1,0.5,4,0.5,0.5,0,0.5,0.5,0.25,1,
463,4,pu,0,0,lickilicky,515,110,85,95,80,95,50,normal,,18,1.7,140,50,30,1000000,5120,70,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,
464,4,ru,0,0,rhyperior,535,115,140,130,55,55,40,ground,rock,24.25,2.4,282.8,50,30,1250000,5120,70,1,1,1,0,1,2,0.5,0.5,1,4,2,2,0.5,0.25,1,0.5,2,4,
465,4,ou,0,0,tangrowth,535,100,100,125,110,50,50,grass,,21,2,128.6,50,30,1000000,5120,70,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,
466,4,nu,0,0,electivire,540,75,123,67,95,85,95,electric,,17.5,1.8,138.6,75.4,30,1000000,6400,70,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,
467,4,nu,0,0,magmortar,540,75,95,67,125,95,83,fire,,18,1.6,68,75.4,30,1000000,6400,70,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,
468,4,bl,0,0,togekiss,545,85,50,95,120,115,80,fairy,flying,18.5,1.5,38,88.1,30,800000,2560,70,0.25,0.5,0,2,1,0.25,1,1,1,0.5,0,2,1,2,1,2,2,1,
469,4,bl2,0,0,yanmega,515,86,76,86,116,56,95,bug,flying,22,1.9,51.5,50,30,1000000,5120,70,0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,
470,4,pu,0,0,leafeon,525,65,110,130,60,65,95,grass,,21,1,25.5,88.1,45,1000000,8960,35,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,
471,4,pu,0,0,glaceon,525,65,60,110,130,95,65,ice,,21.5,0.8,25.9,88.1,45,1000000,8960,35,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,
472,4,ou,0,0,gliscor,510,75,95,125,45,75,95,ground,flying,18.5,2,42.5,50,30,1059860,5120,70,0.5,1,1,0,1,0.5,1,1,1,1,0,4,1,0.5,1,1,1,2,
473,4,uu,0,0,mamoswine,530,110,130,80,70,60,80,ice,ground,21.5,2.5,291,50,50,1250000,5120,70,1,1,1,0,1,2,2,1,1,2,1,1,1,0.5,1,1,2,2,
474,4,uu,0,0,porygon-z,535,85,80,70,135,75,90,normal,,18,0.9,34,,30,1000000,5120,70,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,
475,4,bl,0,1,mega gallade,618,68,165,95,65,115,110,psychic,fighting,20,1.6,56.4,100,45,1250000,5120,35,1,1,1,1,2,0.5,1,2,2,1,1,1,1,1,1,0.5,1,1,
475,4,ru,0,0,gallade,518,68,125,65,65,115,80,psychic,fighting,20,1.6,52,100,45,1250000,5120,35,1,1,1,1,2,0.5,1,2,2,1,1,1,1,1,1,0.5,1,1,
476,4,pu,0,0,probopass,525,60,55,145,75,150,40,rock,steel,19.5,1.4,340,50,60,1000000,5120,70,0.5,1,0.5,1,0.5,4,1,0.25,1,1,4,0.5,0.25,0,0.5,0.5,1,2,
477,4,pu,0,0,dusknoir,525,45,100,135,65,135,45,ghost,,17,2.2,106.6,50,45,800000,6400,35,0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,
478,4,bl2,0,0,froslass,480,70,80,70,80,70,110,ice,ghost,19.5,1.3,26.6,0,75,1000000,5120,70,0.5,2,1,1,1,0,2,1,2,1,1,0.5,0,0.5,1,2,2,1,
479,4,ou,0,0,rotom,520,50,65,107,105,107,86,electric,ghost,16.5,0.3,0.3,,45,1000000,5120,70,0.5,2,1,0.5,1,0,1,0.5,2,1,2,1,0,0.5,1,1,0.5,1,
480,4,ru,1,0,uxie,580,75,75,130,75,130,95,psychic,,20,0.3,0.3,,3,1250000,20480,140,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,
481,4,nu,1,0,mesprit,580,80,105,105,105,105,80,psychic,,20,0.3,0.3,,3,1250000,20480,140,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,
482,4,ou,1,0,azelf,580,75,125,70,125,70,115,psychic,,20,0.3,0.3,,3,1250000,20480,140,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,
483,4,uber,1,0,dialga,680,100,120,120,150,100,90,steel,dragon,14.25,5.4,683,,3,1250000,30720,0,0.5,1,1,0.5,1,2,1,0.5,1,0.25,2,1,0.5,0,0.5,0.5,0.5,0.5,
484,4,uber,1,0,palkia,680,90,120,100,150,120,100,water,dragon,18,4.2,336,,3,1250000,30720,0,1,1,2,1,2,1,0.25,1,1,1,1,1,1,1,1,1,0.5,0.25,
485,4,ou,1,0,heatran,600,91,90,106,130,106,77,fire,steel,16.25,1.7,430,50,3,1250000,2560,100,0.25,1,0.5,1,0.25,2,1,0.5,1,0.25,4,0.25,0.5,0,0.5,1,0.25,2,
486,4,pu,1,0,regigigas,670,110,160,110,80,110,100,normal,,18,3.7,420,,3,1250000,30720,0,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,
487,4,uber,1,0,giratina,680,150,120,100,120,100,90,ghost,dragon,18,4.5,750,,3,1250000,30720,0,0.5,2,2,0.5,2,0,0.5,1,2,0.5,1,2,0,0.5,1,1,1,0.5,
